Company Name,Location,NAICS,Business Description,Month Announced,New/Expansion,New Jobs,Investment (MM$)
"Dcmobility Holdings, LLC",Fairfax County,518210,"Specialized professional service firm with a depth of strategic, analytic, and technical experience in wireless communications",12/31/2017 12:00:00 AM,E,8,0
Fundation,Fairfax County,523930,Credit solutions provider,12/31/2017 12:00:00 AM,E,30,0
Furnace MFG,Fairfax County,512210,Vinyl record manufacturer,12/31/2017 12:00:00 AM,E,33,0
GAMS Development Corp,Fairfax County,541511,High-level modeling system for mathematical programming and optimization.,12/31/2017 12:00:00 AM,E,2,0
Mellanox Federal Systems*,Fairfax County,541511,Government IT networking solutions,12/31/2017 12:00:00 AM,E,3,0
Nehemiah Security,Fairfax County,541511,"Delivers a software program to organizations to scientifically measure risk, predict attack outcomes, and detect threats",12/31/2017 12:00:00 AM,E,13,0
"NormShield, Inc",Fairfax County,541511,Cybersecurity platform that provides information necessary to protect businesses from cyber-attacks,12/31/2017 12:00:00 AM,E,2,0
Ntiva,Fairfax County,541512,IT consulting services,12/31/2017 12:00:00 AM,E,33,0
SecureIT,Fairfax County,541690,Enterprise-wide security and privacy program,12/31/2017 12:00:00 AM,E,4,0
Senseware,Fairfax County,541511,Provides insight and alerts to increase operational visibility and proactively manage your facility.,12/31/2017 12:00:00 AM,E,6,0
Ventera Corporation,Fairfax County,541512,IT consulting firm,12/31/2017 12:00:00 AM,E,50,0
Target Labs,Fairfax County,541512,IT consulting services,12/31/2017 12:00:00 AM,E,2,0
"JBR Vineyards, LLC",Giles County,312130,Expansion of winery and tasting room,12/21/2017 12:00:00 AM,E,2,0.25
Instant Systems,Norfolk,326112,"Specializes in creating custom, medical grade bags for storage and transport of biological materials.",12/20/2017 12:00:00 AM,E,72,0.92
CIS Secure Computing,Loudoun County,334118,Designs and manufactures a wide range of products that includes modifying Commercial-off-the-Shelf equipment to support stringent government requirements.,12/19/2017 12:00:00 AM,E,0,12.4
"NorrisBuilt Fabrication, LLC",Norton,332999,Expansion of structural metal fabricator,12/19/2017 12:00:00 AM,E,49,0.925
"Blue Ridge Lumber Co.,LLC",Essex County,321113,Manufacture and distribute kiln processed wood,12/19/2017 12:00:00 AM,E,17,2.7
"Defense Technology Equipment, Inc.",Loudoun County,423860,Provider of aviation logistics and procurement solutions for military and commercial platform,12/19/2017 12:00:00 AM,E,20,0.8665
Volvo Trucks North America*,Pulaski County,336120,Heavy trucks,12/19/2017 12:00:00 AM,E,400,2.75
Merchant House International*,Bristol,314910,"Manufacturer of home textiles, seasonal décor products, and leather shoes",12/12/2017 12:00:00 AM,N,405,19.9081
XGILITY,Loudoun County,541512,"Sharepoint Consulting and training company, data systems management",12/8/2017 12:00:00 AM,E,0,0.35
FoxGuard Solutions,Montgomery County,423430,"Develops customized cyber security, compliance, and industrial computing solutions.",12/7/2017 12:00:00 AM,E,43,0.1063
Geico Corporation,Virginia Beach,524210,Finance and Insurance,12/7/2017 12:00:00 AM,E,500,0
Global Technical Systems,Virginia Beach,333611,Electro-mechanical energy storage system manufacturing.,12/5/2017 12:00:00 AM,E,1110,54.7
Fairlead Integrated,Virginia Beach,335313,Manufacturer of integrated switchboard and switchgear apparatus and fabricated structural metal,12/5/2017 12:00:00 AM,E,0,5
"Mobile Posse, Inc",Arlington County,541511,Leading platform for creating frictionless content experiences on smartphones.,12/1/2017 12:00:00 AM,E,15,0
Rockwell Collins,Loudoun County,333319,Leader in aviation and high-integrity solutions for commercial and military customers around the world.,11/30/2017 12:00:00 AM,E,75,3.5
idX Corporation,Spotsylvania County,321999,"Company provides quality millwork, fixtures, décor, and graphics.",11/29/2017 12:00:00 AM,E,25,2.68
"Google, Inc.",Loudoun County,518210,Enterprise Data Center,11/29/2017 12:00:00 AM,N,50,250
Hutchins and Hutchins,Augusta County,423840,Company assembles and distributes clean room supplies and equipment.,11/27/2017 12:00:00 AM,E,15,0.224
TDI LLC,Virginia Beach,314999,Specialized distributor of high end tactical equipment.,11/22/2017 12:00:00 AM,E,15,2.2
Farmhouse Cidery,Virginia Beach,312120,Craft beer manufacturer.,11/20/2017 12:00:00 AM,E,9,0.75
SAP NS2*,Fairfax County,511210,Provider of national security and critical infrastructure solutions.,11/16/2017 12:00:00 AM,E,95,6
TruckVault,Shenandoah County,423130,Company manufactures secure storage unites and boxes for passenger trucks.,11/16/2017 12:00:00 AM,N,60,1.5
Mythics,Virginia Beach,541512,"Company is an award-winning Oracle systems integrator, consulting firm, and elite Oracle platinum resale partner.",11/16/2017 12:00:00 AM,E,30,7.5
J&F Alliance Group,Hampton,541511,Augmented reality and integrated logistics,11/16/2017 12:00:00 AM,E,119,0.1
Verite Group,Loudoun County,541330,Company takes your current network needs and challenges and create tools that protect your data throughout its lifecycle,11/16/2017 12:00:00 AM,E,75,0.038
American Institutes for Research,Arlington County,541720,"Not-for-profit organization that conducts behavioral and social science research and delivers technical assistance both domestically and internationally in the areas of health, education, and workforce productivity.",11/16/2017 12:00:00 AM,E,320,12.5
Sigora Solar,Charlottesville,237130,Solar energy social enterprise.,11/16/2017 12:00:00 AM,E,50,3.5
Grand Springs,Halifax County,312112,Manufactures and packages spring water for consumers.,11/16/2017 12:00:00 AM,E,28,0.8
American Electric Power,Roanoke City,541330,"Modernizing, rebuilding, and expanding electricity transmission lines.",11/14/2017 12:00:00 AM,E,102,12.7
Chemres,Chesapeake,325211,Global supplier of commodity and engineering resins.,11/6/2017 12:00:00 AM,E,16,3
"Standard Calibrations, Inc.",Chesapeake,811219,"Industry leader of sensor and instrumentation calibration, repair, and configuration with an outstanding reputation for quality and safety.",11/2/2017 12:00:00 AM,E,150,0.5085
GBS Group,Virginia Beach,541330,HQ; Navy ship modernization and technology insertion,11/1/2017 12:00:00 AM,E,15,0.13
Humm Kombucha,Roanoke City,312120,"Company is a producer of kombucha, carbonated black or green tea that contains fermented bacteria and yeast.",10/31/2017 12:00:00 AM,N,46,10
Equinix Inc.,Loudoun County,518210,Specializes in large scale data centers.,10/26/2017 12:00:00 AM,E,0,98.5
Altec Industries,Botetourt County,333120,"A leading provider of products and services to the electric utility, telecommunications, tree care, lights and signs, and contractor markets.",10/24/2017 12:00:00 AM,E,180,30.2
"Virginia Produce Company, Inc",Carroll County,424480,Wholesale produce distributors,10/19/2017 12:00:00 AM,E,33,0.65
GET Solutions,Virginia Beach,541330,"Provides geotechnical engineering/construction materials testing services with in-house drilling capabilities, environmental testing, and certified soil and concrete testing laboratories.",10/18/2017 12:00:00 AM,E,10,3.65
Isomet Corporation,Prince William County,334510,"Produces and sells laser-beam control devices, sub assemblies and associated electronics for laser-based applications.",10/18/2017 12:00:00 AM,E,0,2.3
DanoneWave,Rockingham County,311511,"Produces healthful dairy, plant-based products and coffee creamers, and beverages.",10/18/2017 12:00:00 AM,E,49,60
STIHL Inc.*,Virginia Beach,333991,Manufactures outdoor power tools.,10/17/2017 12:00:00 AM,E,0,25
Welspun USA Inc.*,Suffolk,493110,Company distributes linens and towels for it's retail and hospitality customers.,10/13/2017 12:00:00 AM,N,16,1
Blue Sprocket Media Group,Harrisonburg,334614,Vinyl record manufacturing.,10/13/2017 12:00:00 AM,N,6,0.75
"Ariake U.S.A., Inc.*",Harrisonburg,311999,"Manufactures quality stocks, bases, and seasonings for the food industry.",10/11/2017 12:00:00 AM,E,22,17
Vantage Data Centers,Loudoun County,518210,Data center provider,10/10/2017 12:00:00 AM,N,50,1000
Perrone Robotics,Albemarle County,541511,Software development for driverless cars,10/6/2017 12:00:00 AM,E,127,3.8663
Facebook,Henrico County,518210,Data center for social media company.,10/5/2017 12:00:00 AM,N,100,1000
MetroStar,Fairfax County,541511,Provide IT services and consulting primarily to government clients,10/4/2017 12:00:00 AM,E,90,2.3
ePurchasing Network,Loudoun County,541511,Develops purchasing intranet platform that connects buyers with suppliers,10/2/2017 12:00:00 AM,E,17,0.1
Packaging Corporation of America,Harrisonburg,322211,Corrugated packaging manufacturing.,10/1/2017 12:00:00 AM,E,0,0.5
"Friendship Industries, Inc.",Harrisonburg,624310,Contract packaging and document destruction.,10/1/2017 12:00:00 AM,E,50,3
Maximus,Hampton,561422,Call Center to support federal government contracts,10/1/2017 12:00:00 AM,E,230,0.57
"Counterpoint Consulting, Inc.",Fairfax County,511210,Software,9/30/2017 12:00:00 AM,E,11,0
"Electrify America, LLC*",Fairfax County,221122,Energy,9/30/2017 12:00:00 AM,N,48,0
SimIs Inc.,Portsmouth,541611,"Modeling, simulation, information security solutions, engineering services",9/29/2017 12:00:00 AM,E,50,0
Chrysalis Vineyards,Loudoun County,312130,Winery with new creamery and baking operations,9/28/2017 12:00:00 AM,E,12,0.478
Astraea,Charlottesville,541511,Environmental-related predictive analytics,9/27/2017 12:00:00 AM,E,31,1.005
Connected Ventures,Loudoun County,523910,Venture catalysts and company builders,9/15/2017 12:00:00 AM,E,2,0.1
Punita Group,Loudoun County,424310,Importer of fine leather goods,9/12/2017 12:00:00 AM,E,35,5.6
Innovatio Sealing Technologies,Appomattox County,541330,Provides highly engineered solutions with customized seals to support your application needs,9/12/2017 12:00:00 AM,E,28,2.12
Marina Electrical Equipment,York County,335311,Manufactures weatherproof electrical equipment in the marina industry.,9/11/2017 12:00:00 AM,E,0,0.5
Intertape Polymer Group*,Pittsylvania County,326113,Packaging products and systems,9/8/2017 12:00:00 AM,E,15,7
Unison*,Pittsylvania County,336413,Pipe bending and automation machinery manufacturing,9/8/2017 12:00:00 AM,N,35,5.2
Koinonia Ltd.*,Pulaski County,326299,"Manufacturer of foam and tape solutions for automotive, refrigeration, marine, construction, and heavy machinery",9/8/2017 12:00:00 AM,N,40,4.9
PowerSchool,Roanoke City,519130,Educational technology software,9/8/2017 12:00:00 AM,E,96,1.785
Oran Safety Glass*,Greensville County,327211,Specialty glass manufacturer,9/7/2017 12:00:00 AM,E,55,4.45
Thomson Reuters*,Richmond City,518210,Cyber Security operations center,9/6/2017 12:00:00 AM,N,68,2.18
Phone2Action,Arlington County,541511,Custom Computer Programming Services.,9/1/2017 12:00:00 AM,E,170,0
Hermes Abrasives*,Virginia Beach,327910,US HQ; manufacturer of industrial abrasives,9/1/2017 12:00:00 AM,E,12,3.75
Leesa Sleep,Virginia Beach,442299,"Corp HQ; manufacturer, marketing, and online sales of high end consumer products",9/1/2017 12:00:00 AM,E,50,0.1
"MTM, Inc.",Pulaski County,561422,Non-emergency medical transportation brokers,9/1/2017 12:00:00 AM,E,20,0
Dedrone,Loudoun County,423860,Testing and demonstration center for drone security company,8/30/2017 12:00:00 AM,N,2,0
Park Hotels & Resorts,Fairfax County,551114,Headquarters for lodging real estate investment trust,8/30/2017 12:00:00 AM,N,100,2.485
Hapco Pole Products,Washington County,331319,Aluminum pole manufacturer,8/29/2017 12:00:00 AM,E,28,6.75
Stable Craft Brewing,Augusta County,312120,Craft brewery,8/24/2017 12:00:00 AM,E,13,0.5
Heritage Brewing Co.,Manassas,312120,Craft brewery,8/23/2017 12:00:00 AM,E,66,8.9
PortRail Crane Service LLC,Portsmouth,532412,Crane service and repair,8/23/2017 12:00:00 AM,E,30,0.4
"ScienceLogic, Inc.",Fairfax County,511210,Management and monitoring solutions for IT operations and cloud computing,8/22/2017 12:00:00 AM,E,164,1.3
Kosmo Machine,Henrico County,332710,Full service precision machine shop,8/17/2017 12:00:00 AM,E,36,1
Broad Bay Cotton Company,Virginia Beach,323113,Producer of textile products for colleges and universities,8/16/2017 12:00:00 AM,E,10,0.127
LifeNet Health,Virginia Beach,621991,"Regenerative medicine company expanding its HQ, R&D, and warehouse facilities",8/15/2017 12:00:00 AM,E,321,12.254
Octo Consulting,Fairfax County,541618,Digital service provider for the Federal government,8/15/2017 12:00:00 AM,E,130,2
Envera,Richmond City,561422,Health IT customer engagement center,8/14/2017 12:00:00 AM,E,242,11.7184
BlueGrace Logistics,Hanover County,541614,Third party logistics provider,8/14/2017 12:00:00 AM,E,20,0
CTA Plus*,Henrico County,541511,Developer of wireless fuel management system,8/11/2017 12:00:00 AM,N,5,0.35
"Mission Services, Inc.",Fairfax County,541511,Provider of unique and innovative IT support services,8/10/2017 12:00:00 AM,E,400,0.82
Draftco,Augusta County,332999,Machine and fabrication shop,8/9/2017 12:00:00 AM,E,16,0.45
IST Research,Fredericksburg,518210,Developer of web-based technology platform for data collection and analysis,8/9/2017 12:00:00 AM,E,20,0.4
ILM Corporation,Fredericksburg,518210,Data and document digitalization,8/9/2017 12:00:00 AM,E,0,4.6
"QRC, LLC",Fredericksburg,334515,Manufacturer of RF test and measurement products,8/9/2017 12:00:00 AM,E,52,4.3
Avizia Inc.,Fairfax County,423430,A provider of system-wide telehealth solutions,8/7/2017 12:00:00 AM,E,27,0.1917
US Foods,Prince William County,424490,"Sells and distributes dry, fresh, and frozen goods to retail customers",8/2/2017 12:00:00 AM,E,99,42
"Amazon.com, Inc.",Hanover County,493110,Package sorting facility,8/1/2017 12:00:00 AM,E,300,0
TemperPack,Henrico County,561910,Recycled packing materials manufacturer.,8/1/2017 12:00:00 AM,E,0,0.58
"NTT Data Services Federal, LLC*",Arlington County,518210,"Data processing, Hosting, and Related Services.",8/1/2017 12:00:00 AM,E,5,0
Leidos,Fairfax County,551114,"Provides scientific, engineering, systems integration, and technical services.",7/31/2017 12:00:00 AM,E,0,0
M.C. Dean Inc.,Caroline County,541330,Electrical engineering and systems integration,7/27/2017 12:00:00 AM,E,60,11
JM Conveyors,Russell County,333131,Conveyor belt production,7/26/2017 12:00:00 AM,E,40,4.5
Sly Clyde Cider,Hampton,312130,Hard cidery,7/26/2017 12:00:00 AM,N,7,0.4943
"Trustify, Inc.",Arlington County,541990,IT startup connecting clients to trained private investigators,7/24/2017 12:00:00 AM,E,184,1.0434
Nomadic Display,Fairfax County,541420,Leading producer of display solutions,7/20/2017 12:00:00 AM,E,30,0.94
"MicroHealth, LLC",Fairfax County,519190,IT services for federal and commercial health organizations,7/12/2017 12:00:00 AM,E,65,0.395
Capital One Financial Corp.,Fairfax County,551114,Multi-use meeting center for headquarters complex,7/12/2017 12:00:00 AM,E,0,120
Eaton Crouse-Hinds,Roanoke City,335931,Current carrying device manufacturing,7/10/2017 12:00:00 AM,E,0,1.0521
General Services Administration,Arlington County,921190,Bureau of Overseas Building Operations.,7/3/2017 12:00:00 AM,E,120,0
"Halfaker & Associates, LLC",Arlington County,541618,IT consulting services.,7/3/2017 12:00:00 AM,E,40,0
Advanced Technology Systems Company (ASTC),Fairfax County,541512,Cybersecurity and other ITservices provider,6/30/2017 12:00:00 AM,E,10,0
"Exostar, LLC",Fairfax County,541513,Enables secure sharing for public and private clients,6/30/2017 12:00:00 AM,E,63,0
Three Notch'd Brewing,Charlottesville,312120,Craft brewery expansion,6/30/2017 12:00:00 AM,E,8,2.9
"National Capitol Contracting, LLC",Fairfax County,541512,Information technology solutions,6/30/2017 12:00:00 AM,E,105,0
Thermo Fisher Scientific,Frederick County,334516,Lab and other scientific instrument manufacturing,6/29/2017 12:00:00 AM,E,0,6
Unanet,Loudoun County,511210,Provider of cloud and on-premise resource planning,6/27/2017 12:00:00 AM,E,60,1.675
Jensen Leisure Furniture,Henrico County,423210,International furniture distributor.,6/27/2017 12:00:00 AM,E,10,1.87
Americans United for Life,Arlington County,551114,Advocacy organization headquarters,6/26/2017 12:00:00 AM,N,10,0
JS Held,Arlington County,541330,Engineering services,6/23/2017 12:00:00 AM,N,20,0
"Winchester Metals, Inc.",Frederick County,332312,"Steel distribution, processing, and fabrication",6/22/2017 12:00:00 AM,E,17,0.87
Liberty Roofing,Spotsylvania County,423310,Roofing supplies warehouse,6/21/2017 12:00:00 AM,N,8,0
Aeroprobe,Montgomery County,541712,Air flow instrumentation for aerospace and wind energy,6/20/2017 12:00:00 AM,E,10,0.3
